Machine_ID,Machine_Type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,type,target
M-CNC-296,CNC Milling Spindle (High Precision),299.22,311.07,2805.8,63.21,143,M,0
M-CNC-297,CNC Milling Spindle (High Precision),300.82,307.94,1658.4,58.63,16,L,0
M-CNC-298,CNC Milling Spindle (High Precision),299.23,309.73,2386.8,60.8,118,M,0
M-CNC-299,CNC Milling Spindle (High Precision),296.47,308.67,1470.3,54.5,97,M,0
M-CNC-300,CNC Milling Spindle (High Precision),296.29,304.76,2489.4,27.88,22,H,0
M-CNC-301,CNC Milling Spindle (High Precision),302.7,310.64,1835.9,36.86,69,L,0
M-CNC-302,CNC Milling Spindle (High Precision),300.63,305.67,1513.4,28.94,122,L,0
M-CNC-303,CNC Milling Spindle (High Precision),297.86,304.19,1347.9,63.71,60,L,0
M-CNC-304,CNC Milling Spindle (High Precision),300.37,307.44,1570.2,29.86,114,L,0
M-CNC-305,CNC Milling Spindle (High Precision),300.51,308.77,1275.5,63.74,145,M,0
M-CNC-306,CNC Milling Spindle (High Precision),302.86,309.42,2248.4,54.92,148,M,0
M-CNC-307,CNC Milling Spindle (High Precision),296.9,307.04,2870.6,33.98,73,M,0
M-CNC-308,CNC Milling Spindle (High Precision),299.08,309.52,2897.5,34.63,30,H,0
M-CNC-309,CNC Milling Spindle (High Precision),302.21,309.81,1714.6,57.64,156,L,0
M-CNC-310,CNC Milling Spindle (High Precision),302.43,306.27,2559.1,43.42,153,L,0
M-CNC-311,CNC Milling Spindle (High Precision),301.44,309.91,1519.4,46.8,177,L,0
M-CNC-312,CNC Milling Spindle (High Precision),296.3,305.48,1437.1,54.04,149,M,0
M-CNC-313,CNC Milling Spindle (High Precision),299.54,311.57,2519.0,46.69,110,M,0
M-CNC-314,CNC Milling Spindle (High Precision),298.08,309.09,2440.0,59.93,118,L,0
M-CNC-315,CNC Milling Spindle (High Precision),297.12,308.15,1216.8,34.87,133,L,0
M-CNC-316,CNC Milling Spindle (High Precision),296.69,307.61,2640.1,33.16,104,L,0
M-CNC-317,CNC Milling Spindle (High Precision),300.31,305.69,1839.7,56.35,104,H,0
M-CNC-318,CNC Milling Spindle (High Precision),301.33,304.32,2542.3,33.1,172,M,0
M-CNC-319,CNC Milling Spindle (High Precision),298.29,305.34,1750.1,60.07,179,M,0
M-CNC-320,CNC Milling Spindle (High Precision),299.14,310.5,2795.2,48.72,76,M,0
M-CNC-321,CNC Milling Spindle (High Precision),300.87,304.03,2315.3,39.22,145,H,0
M-CNC-322,CNC Milling Spindle (High Precision),300.12,308.33,2356.2,27.59,108,M,0
M-CNC-323,CNC Milling Spindle (High Precision),299.92,309.43,2417.6,57.2,55,L,0
M-CNC-324,CNC Milling Spindle (High Precision),299.49,304.69,1305.4,38.37,143,L,0
M-CNC-325,CNC Milling Spindle (High Precision),301.52,308.66,1992.4,30.9,65,M,0
M-CNC-326,CNC Milling Spindle (High Precision),296.62,305.99,2276.8,54.43,179,L,0
M-CNC-327,CNC Milling Spindle (High Precision),300.5,307.79,2345.1,56.43,30,M,0
M-CNC-328,CNC Milling Spindle (High Precision),301.88,307.45,2229.4,48.51,41,M,0
M-CNC-329,CNC Milling Spindle (High Precision),298.34,304.24,1243.5,58.27,56,M,0
M-CNC-330,CNC Milling Spindle (High Precision),298.09,312.47,1666.7,42.19,158,L,0
M-CNC-331,CNC Milling Spindle (High Precision),297.3,311.22,2024.7,44.32,32,H,0
M-CNC-332,CNC Milling Spindle (High Precision),301.1,308.47,1986.3,54.18,140,H,0
M-CNC-333,CNC Milling Spindle (High Precision),300.27,305.22,2552.5,51.28,172,H,0
M-CNC-334,CNC Milling Spindle (High Precision),296.4,306.54,1671.1,34.88,164,M,0
M-CNC-335,CNC Milling Spindle (High Precision),297.9,310.83,2009.5,56.07,21,M,0
M-CNC-336,CNC Milling Spindle (High Precision),296.24,304.56,2831.6,30.57,100,M,0
M-CNC-337,CNC Milling Spindle (High Precision),298.43,312.1,1239.3,51.55,173,M,0
M-CNC-338,CNC Milling Spindle (High Precision),302.56,304.47,1953.8,35.41,134,L,0
M-CNC-339,CNC Milling Spindle (High Precision),297.8,309.89,1556.6,47.61,88,L,0
M-CNC-340,CNC Milling Spindle (High Precision),300.26,307.15,1405.4,31.05,48,M,0
M-CNC-341,CNC Milling Spindle (High Precision),301.95,309.05,2142.1,29.59,156,L,0
M-CNC-342,CNC Milling Spindle (High Precision),296.47,310.37,2178.4,28.27,87,M,0
M-CNC-343,CNC Milling Spindle (High Precision),297.16,312.51,2730.0,51.76,88,M,0
M-CNC-344,CNC Milling Spindle (High Precision),300.56,308.91,1312.1,45.5,147,M,0
M-CNC-345,CNC Milling Spindle (High Precision),296.36,311.08,1562.5,35.34,38,M,0
M-CNC-346,CNC Milling Spindle (High Precision),301.3,308.67,1568.8,60.11,159,L,0
M-CNC-347,CNC Milling Spindle (High Precision),297.67,308.06,2973.0,55.88,14,H,0
M-CNC-348,CNC Milling Spindle (High Precision),299.25,312.18,2169.7,44.91,27,M,0
M-CNC-349,CNC Milling Spindle (High Precision),301.75,307.42,2596.1,63.58,44,M,0
M-CNC-350,CNC Milling Spindle (High Precision),298.01,311.14,2239.7,50.38,145,M,0
M-CNC-351,CNC Milling Spindle (High Precision),302.41,308.8,1484.3,52.84,144,M,0
M-CNC-352,CNC Milling Spindle (High Precision),302.0,312.16,1698.4,64.34,33,M,0
M-CNC-353,CNC Milling Spindle (High Precision),297.29,312.05,2377.7,31.08,84,M,0
M-CNC-354,CNC Milling Spindle (High Precision),296.58,311.94,2646.5,45.21,174,M,0
M-CNC-355,CNC Milling Spindle (High Precision),302.89,310.01,2342.4,31.64,159,M,0
M-CNC-356,CNC Milling Spindle (High Precision),297.14,304.11,2207.6,46.1,132,L,0
M-CNC-357,CNC Milling Spindle (High Precision),296.56,310.58,1537.3,59.33,149,M,0
M-CNC-358,CNC Milling Spindle (High Precision),300.97,306.83,2048.1,57.87,88,M,0
M-CNC-359,CNC Milling Spindle (High Precision),299.46,311.45,1803.4,31.95,131,L,0
M-CNC-360,CNC Milling Spindle (High Precision),296.7,306.16,1455.5,38.92,86,L,0
M-CNC-361,CNC Milling Spindle (High Precision),300.56,309.59,1834.3,58.66,90,L,0
M-CNC-362,CNC Milling Spindle (High Precision),300.44,305.14,2417.1,38.0,126,H,0
M-CNC-363,CNC Milling Spindle (High Precision),297.22,311.7,1608.9,58.48,57,M,0
M-CNC-364,CNC Milling Spindle (High Precision),300.86,308.61,1749.6,33.51,15,M,0
M-CNC-365,CNC Milling Spindle (High Precision),300.57,312.44,2768.2,55.64,144,M,0
M-CNC-366,CNC Milling Spindle (High Precision),297.82,312.16,2407.3,47.42,28,M,0
M-CNC-367,CNC Milling Spindle (High Precision),299.22,311.78,2184.0,40.22,176,H,0
M-CNC-368,CNC Milling Spindle (High Precision),298.96,304.38,2531.8,61.72,57,L,0
M-CNC-369,CNC Milling Spindle (High Precision),298.05,312.2,2557.1,57.2,13,L,0
M-CNC-370,CNC Milling Spindle (High Precision),301.09,306.74,2692.9,36.26,158,H,0
M-CNC-371,CNC Milling Spindle (High Precision),300.93,308.87,1373.8,34.68,12,M,0
M-CNC-372,CNC Milling Spindle (High Precision),298.11,309.39,1735.0,37.0,136,H,0
M-CNC-373,CNC Milling Spindle (High Precision),302.32,311.67,2402.0,48.73,161,H,0
M-CNC-374,CNC Milling Spindle (High Precision),296.55,306.16,2630.2,26.39,109,L,0
M-CNC-375,CNC Milling Spindle (High Precision),301.99,308.69,1314.6,58.25,111,H,0
M-CNC-376,CNC Milling Spindle (High Precision),296.66,312.19,2404.6,58.17,159,M,0
M-CNC-377,CNC Milling Spindle (High Precision),299.62,307.87,1770.5,42.38,141,M,0
M-CNC-378,CNC Milling Spindle (High Precision),302.25,307.99,2292.8,50.25,110,L,0
M-CNC-379,CNC Milling Spindle (High Precision),297.66,308.61,1387.6,40.38,92,M,0
M-CNC-380,CNC Milling Spindle (High Precision),302.65,309.41,2538.5,45.25,117,H,0
M-CNC-381,CNC Milling Spindle (High Precision),297.78,307.26,2050.5,26.83,33,M,0
M-CNC-382,CNC Milling Spindle (High Precision),302.8,306.98,2067.7,32.84,113,M,0
M-CNC-383,CNC Milling Spindle (High Precision),297.45,308.65,1209.9,25.31,47,H,0
M-CNC-384,CNC Milling Spindle (High Precision),296.76,307.05,2644.7,47.88,97,M,0
M-CNC-385,CNC Milling Spindle (High Precision),302.52,307.57,1356.8,49.68,29,M,0
M-CNC-386,CNC Milling Spindle (High Precision),299.55,311.87,2088.4,53.09,178,H,0
M-CNC-387,CNC Milling Spindle (High Precision),297.92,307.55,1959.3,41.44,164,L,0
M-CNC-388,CNC Milling Spindle (High Precision),300.26,306.78,2682.8,63.2,149,H,0
M-CNC-389,CNC Milling Spindle (High Precision),300.45,304.46,1663.7,27.38,112,M,0
M-CNC-390,CNC Milling Spindle (High Precision),296.8,307.45,2021.2,39.76,30,M,0
M-CNC-391,CNC Milling Spindle (High Precision),301.26,304.64,1344.3,39.19,170,M,0
M-CNC-392,CNC Milling Spindle (High Precision),300.75,307.26,2268.6,25.41,118,L,0
M-CNC-393,CNC Milling Spindle (High Precision),300.29,311.86,2503.2,29.82,163,H,0
M-CNC-394,CNC Milling Spindle (High Precision),299.74,305.28,1221.1,41.88,60,M,0
M-CNC-395,CNC Milling Spindle (High Precision),300.04,304.39,1421.4,47.35,68,L,0
M-CNC-396,CNC Milling Spindle (High Precision),300.57,311.61,2446.5,42.2,124,M,0
M-CNC-397,CNC Milling Spindle (High Precision),298.14,311.1,2003.6,56.94,149,L,0
M-CNC-398,CNC Milling Spindle (High Precision),302.42,307.88,1774.0,48.29,73,M,0
M-CNC-399,CNC Milling Spindle (High Precision),300.94,310.2,1874.2,31.67,83,H,0
M-CNC-400,CNC Milling Spindle (High Precision),302.23,307.11,1478.0,26.02,119,M,0
M-CNC-F1-001,CNC Milling Spindle (High Precision),307.72,318.93,1937.3,37.45,100,M,1
M-CNC-F1-002,CNC Milling Spindle (High Precision),307.92,320.83,2978.5,43.16,102,H,1
M-CNC-F1-003,CNC Milling Spindle (High Precision),308.88,318.36,2109.8,63.56,61,H,1
M-CNC-F1-004,CNC Milling Spindle (High Precision),305.25,323.04,1488.0,25.93,111,M,1
M-CNC-F1-005,CNC Milling Spindle (High Precision),307.31,329.7,1409.1,63.24,52,L,1
M-CNC-F1-006,CNC Milling Spindle (High Precision),309.82,328.75,2971.2,36.54,138,M,1
M-CNC-F1-007,CNC Milling Spindle (High Precision),308.08,322.43,2174.5,31.17,84,M,1
M-CNC-F1-008,CNC Milling Spindle (High Precision),311.1,328.84,1992.8,37.09,44,H,1
M-CNC-F1-009,CNC Milling Spindle (High Precision),305.46,322.45,1686.4,63.66,84,M,1
M-CNC-F1-010,CNC Milling Spindle (High Precision),309.64,319.81,1999.3,50.05,75,M,1
M-CNC-F1-011,CNC Milling Spindle (High Precision),312.95,329.44,2322.1,47.78,93,M,1
M-CNC-F1-012,CNC Milling Spindle (High Precision),308.16,318.51,2056.0,46.72,40,L,1
M-CNC-F1-013,CNC Milling Spindle (High Precision),312.28,327.39,2160.1,59.8,27,L,1
M-CNC-F1-014,CNC Milling Spindle (High Precision),306.0,328.32,1696.4,60.08,136,H,1
M-CNC-F1-015,CNC Milling Spindle (High Precision),308.7,330.75,2070.1,59.54,88,M,1
M-CNC-F1-016,CNC Milling Spindle (High Precision),307.29,320.64,2571.2,40.46,78,M,1
M-CNC-F1-017,CNC Milling Spindle (High Precision),309.62,329.25,2965.3,41.3,120,L,1
M-CNC-F1-018,CNC Milling Spindle (High Precision),309.59,330.43,1560.9,29.37,124,M,1
M-CNC-F1-019,CNC Milling Spindle (High Precision),311.78,329.61,1312.4,60.34,70,M,1
M-CNC-F1-020,CNC Milling Spindle (High Precision),310.01,330.04,1234.4,44.07,102,L,1
M-CNC-F2-001,CNC Milling Spindle (High Precision),303.93,310.02,1649.1,96.41,117,M,1
M-CNC-F2-002,CNC Milling Spindle (High Precision),299.11,322.36,1213.3,123.41,100,L,1
M-CNC-F2-003,CNC Milling Spindle (High Precision),299.95,308.21,2306.8,116.49,109,H,1
M-CNC-F2-004,CNC Milling Spindle (High Precision),304.53,319.53,2187.8,113.62,123,M,1
M-CNC-F2-005,CNC Milling Spindle (High Precision),297.89,315.31,1316.5,98.47,64,H,1
M-CNC-F2-006,CNC Milling Spindle (High Precision),300.49,309.66,2412.4,121.29,19,L,1
M-CNC-F2-007,CNC Milling Spindle (High Precision),302.23,312.49,1315.3,102.4,116,L,1
M-CNC-F2-008,CNC Milling Spindle (High Precision),297.5,309.09,1804.3,93.73,41,M,1
M-CNC-F2-009,CNC Milling Spindle (High Precision),305.03,321.94,1807.7,119.53,53,M,1
M-CNC-F2-010,CNC Milling Spindle (High Precision),299.26,317.61,2668.5,106.75,57,M,1
M-CNC-F2-011,CNC Milling Spindle (High Precision),298.23,321.33,1954.6,100.24,88,M,1
M-CNC-F2-012,CNC Milling Spindle (High Precision),297.72,318.24,1562.9,111.41,120,L,1
M-CNC-F2-013,CNC Milling Spindle (High Precision),302.53,315.8,1414.3,114.01,46,M,1
M-CNC-F2-014,CNC Milling Spindle (High Precision),299.84,310.01,2144.3,83.55,110,M,1
M-CNC-F2-015,CNC Milling Spindle (High Precision),297.0,315.67,1270.3,92.92,104,H,1
M-CNC-F2-016,CNC Milling Spindle (High Precision),305.39,308.06,1570.2,112.55,52,H,1
M-CNC-F2-017,CNC Milling Spindle (High Precision),300.6,312.06,2464.1,94.49,115,L,1
M-CNC-F2-018,CNC Milling Spindle (High Precision),301.34,321.65,1766.0,121.98,21,M,1
M-CNC-F2-019,CNC Milling Spindle (High Precision),301.94,313.81,2149.1,110.99,10,H,1
M-CNC-F2-020,CNC Milling Spindle (High Precision),304.13,318.0,2649.1,113.4,137,L,1
M-CNC-F3-001,CNC Milling Spindle (High Precision),298.09,304.95,4772.7,88.25,16,M,1
M-CNC-F3-002,CNC Milling Spindle (High Precision),302.7,308.5,4249.1,83.4,37,M,1
M-CNC-F3-003,CNC Milling Spindle (High Precision),298.59,304.47,4751.4,82.33,120,L,1
M-CNC-F3-004,CNC Milling Spindle (High Precision),297.48,309.92,4308.4,94.38,38,M,1
M-CNC-F3-005,CNC Milling Spindle (High Precision),300.25,306.66,3804.9,88.44,108,M,1
M-CNC-F3-006,CNC Milling Spindle (High Precision),300.51,307.56,4669.8,76.68,129,M,1
M-CNC-F3-007,CNC Milling Spindle (High Precision),298.57,304.52,3767.3,84.91,45,L,1
M-CNC-F3-008,CNC Milling Spindle (High Precision),296.1,307.41,4106.0,72.0,26,M,1
M-CNC-F3-009,CNC Milling Spindle (High Precision),299.45,307.64,4396.4,86.97,11,M,1
M-CNC-F3-010,CNC Milling Spindle (High Precision),302.74,308.67,4616.3,79.61,113,L,1
M-CNC-F3-011,CNC Milling Spindle (High Precision),299.65,312.78,3788.3,71.94,113,L,1
M-CNC-F3-012,CNC Milling Spindle (High Precision),296.84,306.39,3626.3,79.13,113,M,1
M-CNC-F3-013,CNC Milling Spindle (High Precision),298.44,307.35,3602.0,79.29,96,L,1
M-CNC-F3-014,CNC Milling Spindle (High Precision),301.93,304.21,4947.8,91.86,114,M,1
M-CNC-F3-015,CNC Milling Spindle (High Precision),298.79,306.73,3698.5,77.43,43,M,1
M-CNC-F3-016,CNC Milling Spindle (High Precision),301.23,308.26,3686.8,96.4,136,L,1
M-CNC-F3-017,CNC Milling Spindle (High Precision),302.94,308.9,5044.2,73.47,59,M,1
M-CNC-F3-018,CNC Milling Spindle (High Precision),297.37,305.27,4533.6,91.81,87,H,1
M-CNC-F3-019,CNC Milling Spindle (High Precision),301.68,309.72,4182.2,89.03,44,M,1
M-CNC-F3-020,CNC Milling Spindle (High Precision),302.42,306.61,4305.0,94.64,104,H,1
M-CNC-F4-001,CNC Milling Spindle (High Precision),297.03,304.07,2335.7,50.11,205,L,1
M-CNC-F4-002,CNC Milling Spindle (High Precision),299.71,306.18,2101.1,61.82,200,M,1
M-CNC-F4-003,CNC Milling Spindle (High Precision),301.65,308.14,2183.8,49.36,198,H,1
M-CNC-F4-004,CNC Milling Spindle (High Precision),299.12,305.88,1290.0,70.1,268,L,1
M-CNC-F4-005,CNC Milling Spindle (High Precision),301.98,306.18,2929.1,37.44,266,L,1
M-CNC-F4-006,CNC Milling Spindle (High Precision),300.98,312.83,2225.2,40.61,227,M,1
M-CNC-F4-007,CNC Milling Spindle (High Precision),296.51,309.6,2966.1,37.1,254,L,1
M-CNC-F4-008,CNC Milling Spindle (High Precision),302.61,312.64,2138.6,76.85,251,H,1
M-CNC-F4-009,CNC Milling Spindle (High Precision),299.34,310.46,1645.2,59.85,244,H,1
M-CNC-F4-010,CNC Milling Spindle (High Precision),299.96,310.94,2098.0,28.11,195,M,1
M-CNC-F4-011,CNC Milling Spindle (High Precision),302.48,306.06,2341.9,38.71,219,L,1
M-CNC-F4-012,CNC Milling Spindle (High Precision),301.1,304.86,1971.7,28.97,231,M,1
M-CNC-F4-013,CNC Milling Spindle (High Precision),296.83,306.6,1916.1,73.94,269,H,1
M-CNC-F4-014,CNC Milling Spindle (High Precision),301.33,307.35,1906.4,65.59,263,L,1
M-CNC-F4-015,CNC Milling Spindle (High Precision),300.04,307.21,2617.6,40.18,237,M,1
M-CNC-F4-016,CNC Milling Spindle (High Precision),300.6,306.16,1544.9,73.87,202,M,1
M-CNC-F4-017,CNC Milling Spindle (High Precision),297.55,304.35,1264.8,36.35,260,M,1
M-CNC-F4-018,CNC Milling Spindle (High Precision),302.65,309.23,1985.9,56.79,233,L,1
M-CNC-F4-019,CNC Milling Spindle (High Precision),297.98,307.18,2809.4,75.3,261,M,1
M-CNC-F4-020,CNC Milling Spindle (High Precision),301.46,308.29,2095.6,37.84,239,H,1
M-CNC-F5-001,CNC Milling Spindle (High Precision),305.66,323.84,3486.4,76.83,193,L,1
M-CNC-F5-002,CNC Milling Spindle (High Precision),306.53,320.28,4029.8,99.2,206,M,1
M-CNC-F5-003,CNC Milling Spindle (High Precision),307.86,322.24,3436.4,100.37,216,M,1
M-CNC-F5-004,CNC Milling Spindle (High Precision),306.13,317.3,3415.1,97.14,190,M,1
M-CNC-F5-005,CNC Milling Spindle (High Precision),306.61,317.44,4175.8,81.36,205,M,1
M-CNC-F5-006,CNC Milling Spindle (High Precision),305.15,317.01,3956.4,103.03,201,M,1
M-CNC-F5-007,CNC Milling Spindle (High Precision),307.71,323.79,3680.4,83.61,206,L,1
M-CNC-F5-008,CNC Milling Spindle (High Precision),308.08,318.45,3633.8,101.13,230,L,1
M-CNC-F5-009,CNC Milling Spindle (High Precision),307.77,320.15,3831.6,94.08,193,M,1
M-CNC-F5-010,CNC Milling Spindle (High Precision),307.55,318.34,4002.6,91.83,237,H,1
M-CNC-F5-011,CNC Milling Spindle (High Precision),305.33,321.81,3566.9,95.65,227,H,1
M-CNC-F5-012,CNC Milling Spindle (High Precision),306.57,321.07,3632.4,102.04,231,M,1
M-CNC-F5-013,CNC Milling Spindle (High Precision),307.57,320.69,4128.9,95.07,226,L,1
M-CNC-F5-014,CNC Milling Spindle (High Precision),305.37,323.46,3475.7,84.85,206,L,1
M-CNC-F5-015,CNC Milling Spindle (High Precision),308.28,322.61,3954.4,91.19,237,M,1
M-CNC-F5-016,CNC Milling Spindle (High Precision),305.9,318.3,4007.6,96.23,209,H,1
M-CNC-F5-017,CNC Milling Spindle (High Precision),308.19,317.09,3933.3,103.13,211,M,1
M-CNC-F5-018,CNC Milling Spindle (High Precision),307.52,323.54,3791.8,103.04,192,M,1
M-CNC-F5-019,CNC Milling Spindle (High Precision),307.59,323.9,3461.3,98.15,217,M,1
M-CNC-F5-020,CNC Milling Spindle (High Precision),304.66,323.92,3441.5,83.81,204,L,1
M-HYD-001,Hydraulic Drive Pump (High Torque),303.38,315.97,1125.4,79.37,134,L,0
M-HYD-002,Hydraulic Drive Pump (High Torque),305.25,308.12,1506.6,47.85,129,M,0
M-HYD-003,Hydraulic Drive Pump (High Torque),300.45,311.53,1459.2,63.37,166,M,0
M-HYD-004,Hydraulic Drive Pump (High Torque),298.55,315.84,1157.2,68.8,157,M,0
M-HYD-005,Hydraulic Drive Pump (High Torque),298.45,311.74,1750.0,80.3,154,M,0
M-HYD-006,Hydraulic Drive Pump (High Torque),299.59,312.18,1575.8,50.58,75,M,0
M-HYD-007,Hydraulic Drive Pump (High Torque),301.46,317.8,960.8,73.53,55,L,0
M-HYD-008,Hydraulic Drive Pump (High Torque),298.91,312.04,1564.1,83.75,104,M,0
M-HYD-009,Hydraulic Drive Pump (High Torque),301.18,310.64,1084.8,71.57,73,M,0
M-HYD-010,Hydraulic Drive Pump (High Torque),303.25,317.69,1443.3,49.23,35,L,0
M-HYD-011,Hydraulic Drive Pump (High Torque),300.38,308.92,1439.1,79.3,149,M,0
M-HYD-012,Hydraulic Drive Pump (High Torque),298.12,317.65,1125.8,82.18,161,M,0
M-HYD-013,Hydraulic Drive Pump (High Torque),300.5,310.71,1437.9,92.64,209,H,0
M-HYD-014,Hydraulic Drive Pump (High Torque),299.24,317.45,1562.9,93.56,60,M,0
M-HYD-015,Hydraulic Drive Pump (High Torque),303.61,314.8,1267.3,45.85,136,M,0
M-HYD-016,Hydraulic Drive Pump (High Torque),301.6,317.58,1259.1,91.19,57,M,0
M-HYD-017,Hydraulic Drive Pump (High Torque),305.82,309.02,907.5,68.85,38,L,0
M-HYD-018,Hydraulic Drive Pump (High Torque),305.32,312.34,1132.8,68.89,164,H,0
M-HYD-019,Hydraulic Drive Pump (High Torque),302.72,314.13,1473.9,58.31,162,H,0
M-HYD-020,Hydraulic Drive Pump (High Torque),299.59,316.77,1564.9,45.76,69,M,0
M-HYD-021,Hydraulic Drive Pump (High Torque),300.17,310.48,956.3,70.24,166,M,0
M-HYD-022,Hydraulic Drive Pump (High Torque),303.38,308.81,1756.3,91.12,181,L,0
M-HYD-023,Hydraulic Drive Pump (High Torque),305.46,313.44,1080.3,78.92,168,L,0
M-HYD-024,Hydraulic Drive Pump (High Torque),302.17,308.68,1234.0,95.64,136,M,0
M-HYD-025,Hydraulic Drive Pump (High Torque),300.15,311.68,1705.8,81.66,177,M,0
M-HYD-026,Hydraulic Drive Pump (High Torque),303.04,310.48,1534.9,68.52,108,M,0
M-HYD-027,Hydraulic Drive Pump (High Torque),305.49,308.64,1642.3,61.08,108,H,0
M-HYD-028,Hydraulic Drive Pump (High Torque),300.41,313.03,950.6,72.01,205,H,0
M-HYD-029,Hydraulic Drive Pump (High Torque),304.12,312.1,1489.7,59.31,51,H,0
M-HYD-030,Hydraulic Drive Pump (High Torque),298.56,309.86,1497.8,93.49,182,M,0
M-HYD-031,Hydraulic Drive Pump (High Torque),298.88,310.89,1178.8,58.75,123,M,0
M-HYD-032,Hydraulic Drive Pump (High Torque),300.86,311.54,1645.7,88.41,81,L,0
M-HYD-033,Hydraulic Drive Pump (High Torque),305.62,311.27,1219.0,72.81,208,L,0
M-HYD-034,Hydraulic Drive Pump (High Torque),298.82,311.93,1398.0,72.67,58,L,0
M-HYD-035,Hydraulic Drive Pump (High Torque),303.42,316.38,1672.9,86.16,107,M,0
M-HYD-036,Hydraulic Drive Pump (High Torque),299.28,314.74,1061.3,83.17,65,H,0
M-HYD-037,Hydraulic Drive Pump (High Torque),299.32,308.02,1546.9,85.28,122,H,0
M-HYD-038,Hydraulic Drive Pump (High Torque),298.67,308.19,1049.2,94.0,68,M,0
M-HYD-039,Hydraulic Drive Pump (High Torque),298.84,310.22,1367.3,78.43,69,H,0
M-HYD-040,Hydraulic Drive Pump (High Torque),301.13,310.34,1097.6,97.79,143,M,0
M-HYD-041,Hydraulic Drive Pump (High Torque),301.33,312.29,1386.8,83.3,160,H,0
M-HYD-042,Hydraulic Drive Pump (High Torque),302.0,312.12,1683.5,79.73,126,H,0
M-HYD-043,Hydraulic Drive Pump (High Torque),302.85,309.17,1203.5,52.86,158,M,0
M-HYD-044,Hydraulic Drive Pump (High Torque),301.13,316.96,1083.9,72.93,103,H,0
M-HYD-045,Hydraulic Drive Pump (High Torque),304.34,308.69,1326.8,75.84,145,M,0
M-HYD-046,Hydraulic Drive Pump (High Torque),300.03,308.1,1551.1,74.46,187,L,0
M-HYD-047,Hydraulic Drive Pump (High Torque),304.75,312.85,1200.3,88.54,110,H,0
M-HYD-048,Hydraulic Drive Pump (High Torque),304.84,316.83,1319.7,49.16,97,L,0
M-HYD-049,Hydraulic Drive Pump (High Torque),305.21,310.03,960.3,93.25,97,M,0
M-HYD-050,Hydraulic Drive Pump (High Torque),305.74,308.67,1483.5,49.08,95,L,0
M-HYD-051,Hydraulic Drive Pump (High Torque),301.47,317.97,1403.2,62.66,64,M,0
